review,label,phrase,sentiment
The location is very good. It?Û?Èº?‰Ûs just a few minutes from Connaught Place which is the centre. The wifi is good and the people are friendly.,7,Friendly People,positive
"Location was excellent, room also quite ok.",7,Excellent Location,positive
"Location was excellent, room also quite ok.",7,Okay Room,neutral
staff was good. Location is very close to the VFS,7,Good Staff,positive
staff was good. Location is very close to the VFS,7,Close to VFS,neutral
The staff was friendly and the room was nice,7,Friendly Staff,positive
The staff was friendly and the room was nice,7,Nice Room,positive
I was out early,7,Early Departure,neutral
The room was huge and neatly kept. The washroom could have been a bit better.,7,Huge Room,neutral
The room was huge and neatly kept. The washroom could have been a bit better.,7,Neatly Kept,neutral
The room was huge and neatly kept. The washroom could have been a bit better.,7,Needs Better Washroom,neutral
Location of Hotel is excellent and walking distance to the MRT,8,Excellent Location,positive
Location of Hotel is excellent and walking distance to the MRT,8,Near MRT,positive
"Location, quality of room.",8,Good Location,positive
"Location, quality of room.",8,Quality Room,positive
Comfortably located near Green Park Market,10,Comfortable Location,positive
Comfortably located near Green Park Market,10,Near Green Park Market,positive
"Excellent Service, great location, good food.",9,Excellent Service,positive
"Excellent Service, great location, good food.",9,Great Location,positive
"Excellent Service, great location, good food.",9,Good Food,positive
Nice and clean property to stay..,9,Nice Property,positive
Nice and clean property to stay..,9,Clean Property,positive
Although room is small but neat and clean,7,Small Room,neutral
Although room is small but neat and clean,7,Neat and Clean,positive
"It fairly ok. As I stayed for one night, I did not really care what they are providing.",7,Fairly Okay,neutral
The stay was very comfortable. Staff members are very nice,9,Very Comfortable Stay,positive
The stay was very comfortable. Staff members are very nice,9,Nice Staff,positive
Very good location and near to everything good and healthy breakfast option. Very good food choice nearby,9,Very Good Location,positive
Very good location and near to everything good and healthy breakfast option. Very good food choice nearby,9,Healthy Breakfast,positive
Very good location and near to everything good and healthy breakfast option. Very good food choice nearby,9,Good Food Choice,positive
Comfortable Clean property..,9,Comfortable Property,positive
Comfortable Clean property..,9,Clean Property,positive
nice location near green park metro,9,Nice Location,positive
nice location near green park metro,9,Near Green Park Metro,positive
Room neet and Clean and nice location,8,Neat Room,positive
Room neet and Clean and nice location,8,Clean Room,positive
Room neet and Clean and nice location,8,Nice Location,positive
?È?·?È???È?·I regret taking the stay over there and please do confirm all the information the hotel provides before adding it to the list of hotels to show I had to pay more and was in a situation where I couldn't even switch to another hotel for stay I really want to get refund.,1,Regretful Stay,negative
?È?·?È???È?·I regret taking the stay over there and please do confirm all the information the hotel provides before adding it to the list of hotels to show I had to pay more and was in a situation where I couldn't even switch to another hotel for stay I really want to get refund.,1,Extra Payment,negative
?È?·?È???È?·I regret taking the stay over there and please do confirm all the information the hotel provides before adding it to the list of hotels to show I had to pay more and was in a situation where I couldn't even switch to another hotel for stay I really want to get refund.,1,Refund Request,negative
?È?·?È???È?·It was a disaster. How can such a poor hotel even be listed in booking platforms,1,Disastrous Stay,negative
?È?·?È???È?·It was a disaster. How can such a poor hotel even be listed in booking platforms,1,Poor Hotel,negative
Location was good. Staffs were good.,9,Good Location,positive
Location was good. Staffs were good.,9,Good Staff,positive
"The cleanliness and Staff behavior during check in and out, and they upgrade my room to Superior Deluxe room to Family suites as complimentary which is really wonderful.",9,Cleanliness,positive
"The cleanliness and Staff behavior during check in and out, and they upgrade my room to Superior Deluxe room to Family suites as complimentary which is really wonderful.",9,Good Staff Behavior,positive
"The cleanliness and Staff behavior during check in and out, and they upgrade my room to Superior Deluxe room to Family suites as complimentary which is really wonderful.",9,Room Upgrade,positive
The room was comfortable and staff was so kind!!,10,Comfortable Room,positive
The room was comfortable and staff was so kind!!,10,Kind Staff,positive
Everything was good. Clean towels and bed sheets. Ac is good.,9,Good Experience,positive
